word,syl,freq,len,complexity,label
skeleton,3,6.31e-06,8,0.2833333333333333,Medium
skewing,2,2.4e-07,7,0.4475490196078431,Hard
ski,1,1.35e-05,3,0.2941176470588235,Medium
skin,1,8.13e-05,4,0.16222222222222218,Easy
sky,1,5.25e-05,3,0.17659313725490194,Easy
slanderers,3,4.17e-08,10,0.3863636363636363,Hard
slanders,2,2.09e-07,8,0.3571428571428571,Hard
slaughter,2,6.92e-06,9,0.2595863526570048,Medium
slowness,2,4.17e-07,8,0.3035714285714286,Medium
sludge,2,1.7e-06,6,0.3833333333333333,Hard
smell,1,3.09e-05,5,0.25,Medium
smoke,2,4.68e-05,5,0.2330505751558383,Easy
smokers,2,3.31e-06,7,0.1923076923076923,Easy
snares,2,4.68e-07,6,0.3640350877192982,Hard
societies,3,1.2e-05,9,0.28125,Medium
society,3,0.000148,7,0.2553418803418803,Medium
sockets,2,1.58e-06,7,0.3529411764705882,Hard
sodomites,4,9.33e-08,9,0.6160714285714286,Hard
soil,1,2.63e-05,4,0.2794117647058823,Medium
solution,3,6.92e-05,8,0.2229166666666666,Easy
solutions,3,3.16e-05,9,0.24285714285714285,Easy
soma,2,1.62e-06,4,0.5875,Hard
sons,1,3.16e-05,4,0.13721478174603172,Easy
soothsayers,3,6.31e-08,11,0.5278985507246376,Hard
sorrow,2,5.37e-06,6,0.21901260504201675,Easy
sort,1,0.0001,4,0.25,Medium
soul,1,6.46e-05,4,0.31470588235294117,Medium
sound,1,0.000141,5,0.17038690476190477,Easy
soundings,2,2.09e-07,9,0.5,Hard
soundness,2,3.63e-07,9,0.3260869565217391,Medium
source,2,0.000141,6,0.2990196078431372,Medium
southward,2,1.17e-06,9,0.275,Medium
sovereignty,4,7.24e-06,11,0.4166666666666666,Hard
sower,2,1.48e-07,5,0.4833333333333333,Hard
sowing,2,1e-06,6,0.25,Medium
soya,2,5.5e-07,4,0.4523809523809523,Hard
space,2,0.00017,5,0.2794117647058823,Medium
span,1,1.17e-05,4,0.37,Hard
speaker,2,3.09e-05,7,0.175,Easy
speaking,2,8.13e-05,8,0.0999999999999999,Easy
spear,1,5.01e-06,5,0.296875,Medium
species,2,7.08e-05,7,0.22503968253968248,Easy
specification,5,5.62e-06,13,0.28289930555555554,Medium
specificity,5,1.66e-06,11,0.41064542483660127,Hard
speculations,4,9.33e-07,12,0.3970588235294118,Hard
speculators,4,8.71e-07,11,0.35,Hard
speech,1,7.08e-05,6,0.14670868347338933,Easy
speeches,2,8.51e-06,8,0.17946623093681913,Easy
speed,1,0.0001,5,0.1388888888888889,Easy
spermatozoa,4,1.35e-07,11,0.5979166666666667,Hard
spices,2,3.55e-06,6,0.1964285714285714,Easy
spindle,2,1.26e-06,7,0.42922794117647056,Hard
spirits,2,1.45e-05,7,0.24851190476190477,Medium
splendor,2,1.12e-06,8,0.4210526315789473,Hard
splice,2,7.41e-07,6,0.38988095238095233,Hard
splicing,2,7.24e-07,8,0.37850241545893715,Hard
spoil,1,6.46e-06,5,0.3079481792717087,Medium
spoilers,2,2.88e-06,8,0.3928571428571429,Hard
spread,1,6.46e-05,6,0.2058823529411764,Easy
springs,1,1.74e-05,7,0.2321428571428571,Easy
stabilisers,4,1.32e-07,11,0.49038461538461536,Hard
stabilization,5,2e-06,13,0.33333333333333326,Medium
stage,2,0.000126,5,0.21285256410256403,Easy
stages,2,2.69e-05,6,0.2333333333333333,Easy
staining,2,1.62e-06,8,0.3476470588235294,Hard
standard,2,0.000107,8,0.23928571428571424,Easy
standards,2,6.03e-05,9,0.19610760971055086,Easy
stars,1,7.24e-05,5,0.17857142857142855,Easy
start,1,0.000363,5,0.17533957932270286,Easy
state,2,0.000603,5,0.2504131652661064,Medium
statehood,3,1.2e-06,9,0.375,Hard
statements,3,3.24e-05,10,0.2098459383753501,Easy
statesman,3,2.88e-06,9,0.3214285714285714,Medium
statutes,3,3.16e-06,8,0.3535247432306255,Hard
stays,1,1.82e-05,5,0.4722222222222222,Hard
steadfastness,3,1.82e-07,13,0.3534722222222222,Hard
stem,1,2e-05,4,0.3392857142857143,Medium
step,1,0.000135,4,0.2334885620915032,Easy
steps,1,5.37e-05,5,0.20654662433155074,Easy
stereotyping,4,8.71e-07,12,0.40625,Hard
sterilisation,5,2.45e-07,13,0.4852941176470589,Hard
sterility,4,3.39e-07,9,0.525,Hard
stickers,2,4.9e-06,8,0.2666666666666667,Medium
stocks,1,1.91e-05,6,0.3823529411764705,Hard
stone,2,6.31e-05,5,0.2,Easy
stones,2,2.04e-05,6,0.21866471734892778,Easy
stoops,1,4.57e-07,6,0.28125,Medium
stop,1,0.000331,4,0.1875,Easy
stores,2,4.27e-05,6,0.3026315789473685,Medium
story,2,0.000282,5,0.3194444444444444,Medium
strain,1,1.41e-05,6,0.3132633053221288,Medium
strains,1,5.25e-06,7,0.2775715944272446,Medium
strand,1,4.79e-06,6,0.4027777777777778,Hard
stranger,2,1.91e-05,8,0.19409722222222223,Easy
strangers,2,1.38e-05,9,0.1323529411764705,Easy
stratum,2,4.68e-07,7,0.5384615384615384,Hard
streak,1,1.15e-05,6,0.3369565217391305,Medium
streams,1,1.32e-05,7,0.3375,Medium
street,1,0.000191,6,0.2222222222222222,Easy
streets,1,4.57e-05,7,0.15277777777777773,Easy
strength,1,6.31e-05,8,0.23611111111111108,Easy
strengthening,3,6.61e-06,13,0.3296875,Medium
stressors,2,6.92e-07,9,0.4204545454545454,Hard
stria,1,4.37e-08,5,0.6459296218487396,Hard
strike,2,4.57e-05,6,0.2638888888888888,Medium
stripes,2,5.75e-06,7,0.22743055555555555,Easy
strips,1,7.24e-06,6,0.21875,Easy
strom,1,4.17e-07,5,0.578125,Hard
stronghold,2,2.63e-06,10,0.33591503267973855,Medium
structure,3,6.92e-05,9,0.19285714285714287,Easy
structures,3,3.02e-05,10,0.3044117647058824,Medium
stubbornness,3,6.76e-07,12,0.35,Hard
study,2,0.000182,5,0.17803454715219416,Easy
subcommittee,4,2.88e-06,12,0.375,Hard
subjection,3,3.09e-07,10,0.4298214285714286,Hard
subjects,2,2.4e-05,8,0.1911764705882352,Easy
submarine,4,6.46e-06,9,0.2794117647058823,Medium
submission,3,1.17e-05,10,0.3676470588235294,Hard
submissions,3,5.13e-06,11,0.1666666666666666,Easy
subset,2,3.39e-06,6,0.36610644257703073,Hard
subsidiaries,4,3.8e-06,12,0.2352941176470588,Easy
subsidies,3,5.5e-06,9,0.35555555555555557,Hard
subsidy,3,3.63e-06,7,0.2666666666666667,Medium
subsistence,4,1.29e-06,11,0.40975447196422426,Hard
subspecies,3,8.91e-07,10,0.5,Hard
substances,3,8.51e-06,10,0.2692307692307693,Medium
substitutions,4,9.55e-07,13,0.3044117647058824,Medium
substrate,3,4.37e-06,9,0.5347140522875817,Hard
suburbs,2,9.12e-06,7,0.3,Medium
sufferers,3,1.62e-06,9,0.4210526315789473,Hard
suffrage,3,2.4e-06,8,0.421875,Hard
suggestion,3,1.7e-05,10,0.3,Medium
sulfur,2,2.69e-06,6,0.35,Hard
sum,1,2.19e-05,3,0.075,Easy
summaries,3,2.04e-06,9,0.28125,Medium
summary,3,2.34e-05,7,0.2666666666666667,Medium
summits,2,1.1e-06,7,0.4210526315789473,Hard
sunflower,3,2.29e-06,9,0.1911764705882352,Easy
supervisors,4,3.72e-06,11,0.22099673202614376,Easy
supper,2,5.5e-06,6,0.2916666666666666,Medium
supply,2,6.46e-05,6,0.1696428571428571,Easy
supporter,3,1.17e-05,9,0.1666666666666666,Easy
suppressor,3,8.71e-07,10,0.3875,Hard
surface,3,6.76e-05,7,0.2713068181818182,Medium
surgery,3,4.27e-05,7,0.075,Easy
surnames,3,7.76e-07,8,0.2857142857142857,Medium
survey,2,4.9e-05,6,0.2166666666666666,Easy
survival,3,2.34e-05,8,0.13946275946275943,Easy
susceptibility,6,1.26e-06,14,0.3429495614035088,Medium
suspension,3,1.74e-05,10,0.3235294117647058,Medium
sustainability,6,5.89e-06,14,0.3673173884938591,Hard
swift,1,1.41e-05,5,0.0999999999999999,Easy
swimming,2,2.69e-05,8,0.0499999999999999,Easy
switch,1,3.98e-05,6,0.1375,Easy
sword,1,2.34e-05,5,0.23851540616246494,Easy
sympathy,3,1.02e-05,8,0.3375,Medium
symptoms,2,3.02e-05,8,0.14687499999999995,Easy
synagogues,4,8.13e-07,10,0.40859943977591034,Hard
synapse,3,5.75e-07,7,0.5169270833333334,Hard
synapses,3,6.76e-07,8,0.481578947368421,Hard
syndromes,3,7.41e-07,9,0.37503052503052503,Hard
synthesis,3,6.92e-06,9,0.36259137426900584,Hard
system,2,0.000363,6,0.291875,Medium
systems,2,0.000117,7,0.1829365079365079,Easy
tabernacle,4,1.15e-06,10,0.48083347922502334,Hard
tag,1,2.75e-05,3,0.3782169117647059,Hard
tail,1,2.19e-05,4,0.1964285714285714,Easy
tails,1,4.79e-06,5,0.3478260869565217,Hard
talks,1,4.07e-05,5,0.1973684210526315,Easy
tambourines,4,8.13e-08,11,0.4117647058823529,Hard
tangles,2,4.07e-07,7,0.3529411764705882,Hard
tanner,2,3.63e-06,6,0.46875,Hard
target,2,6.61e-05,6,0.2291830065359477,Easy
targeting,3,9.77e-06,9,0.2361111111111111,Easy
targets,2,1.95e-05,7,0.2408110119047619,Easy
tariff,2,3.09e-06,6,0.2875,Medium
tariffs,2,4.27e-06,7,0.3333333333333333,Medium
task,1,4.47e-05,4,0.2332427536231884,Easy
tasks,1,1.7e-05,5,0.2166666666666666,Easy
taste,2,5.37e-05,5,0.2047275641025641,Easy
tax,1,0.000138,3,0.14558823529411755,Easy
taxation,3,6.46e-06,8,0.2631578947368421,Medium
teacher,2,7.59e-05,7,0.1911764705882352,Easy
teaching,2,5.25e-05,8,0.17762694821518346,Easy
team,1,0.000468,4,0.28125,Medium
technique,3,2.95e-05,9,0.3037925696594427,Medium
techniques,3,3.24e-05,10,0.15625,Easy
technology,4,0.000123,10,0.2647058823529411,Medium
teeth,1,3.8e-05,5,0.1607142857142857,Easy
telecommunications,7,6.76e-06,18,0.3026315789473685,Medium
telephone,4,2.57e-05,9,0.1166666666666666,Easy
televising,4,1.15e-07,10,0.275,Medium
tellers,2,6.03e-07,7,0.2763157894736842,Medium
temperature,5,4.37e-05,11,0.2624999999999999,Medium
temple,2,2.82e-05,6,0.27976190476190477,Medium
temples,2,5.01e-06,7,0.234375,Easy
temptation,3,5.25e-06,10,0.25,Medium
tens,1,7.76e-06,4,0.2058823529411764,Easy
tension,2,1.66e-05,7,0.2222222222222222,Easy
tensions,2,6.03e-06,8,0.359375,Hard
tenth,1,8.32e-06,5,0.1607142857142857,Easy
term,1,0.00017,4,0.1809523809523809,Easy
terms,1,0.000126,5,0.21732026143790847,Easy
territory,4,3.98e-05,9,0.251233552631579,Medium
terror,2,1.82e-05,6,0.28125,Medium
terrorism,3,1.74e-05,9,0.21089743589743584,Easy
test,1,0.000155,4,0.18820553221288513,Easy
testes,2,5.13e-07,6,0.359375,Hard
testimonies,4,1.41e-06,11,0.3267156862745098,Medium
testimony,4,1.48e-05,9,0.2321428571428571,Easy
testing,2,4.68e-05,7,0.15625,Easy
tetracycline,5,3.02e-07,12,0.615546218487395,Hard
text,1,0.000102,4,0.19686507936507933,Easy
textile,3,5.62e-06,7,0.25,Medium
textiles,3,3.09e-06,8,0.2977941176470588,Medium
thalamus,3,2.75e-07,8,0.6944444444444444,Hard
thalidomide,5,2.51e-07,11,0.6879595588235294,Hard
thanksgiving,3,1.1e-05,12,0.27426793085655315,Medium
thefts,1,8.71e-07,6,0.2,Easy
themes,2,1.55e-05,6,0.2205882352941176,Easy
theocracy,3,3.89e-07,9,0.5588235294117647,Hard
theory,2,7.59e-05,6,0.1944444444444444,Easy
therapies,3,3.09e-06,9,0.2794642857142857,Medium
therapy,3,3.31e-05,7,0.13928571428571418,Easy
thereabouts,3,4.47e-07,11,0.3666666666666667,Hard
thickness,2,5.62e-06,9,0.125,Easy
thief,1,7.59e-06,5,0.19431840170278636,Easy
thigh,1,5.37e-06,5,0.1911764705882352,Easy
thighs,1,4.68e-06,6,0.2894736842105263,Medium
things,1,0.00055,6,0.18756553903612727,Easy
thinkers,2,3.02e-06,8,0.2352941176470588,Easy
thirst,1,4.37e-06,6,0.16931818181818176,Easy
thirsts,1,8.71e-08,7,0.3333333333333333,Medium
thistles,2,2.69e-07,8,0.368421052631579,Hard
thorns,1,1.78e-06,6,0.15,Easy
thoughts,1,5.62e-05,8,0.22533643892339544,Easy
thousands,2,5.89e-05,9,0.16323529411764703,Easy
threat,1,3.98e-05,6,0.18990384615384615,Easy
threats,1,1.91e-05,7,0.2631578947368421,Medium
threshold,2,1.07e-05,9,0.3627232142857143,Hard
thrombosis,3,7.24e-07,10,0.4816468253968254,Hard
throne,2,1.29e-05,6,0.1630644319131161,Easy
thunders,2,3.8e-07,8,0.3578431372549019,Hard
thymus,2,3.8e-07,6,0.56768968456948,Hard
times,2,0.000363,5,0.20139802631578946,Easy
timing,2,1.95e-05,6,0.1833333333333333,Easy
tip,1,3.55e-05,3,0.2857142857142857,Medium
tissue,2,2.09e-05,6,0.21190476190476187,Easy
tissues,2,6.76e-06,7,0.401470588235294,Hard
tithes,2,4.37e-07,6,0.4615384615384615,Hard
tolerance,4,1.15e-05,9,0.1785714285714285,Easy
toll,1,1.2e-05,4,0.3636363636363636,Hard
tombs,1,2.19e-06,5,0.3289473684210526,Medium
tongue,2,2.34e-05,6,0.2374509803921568,Easy
tonne,2,1.62e-06,5,0.4027777777777778,Hard
tonnes,2,5.25e-06,6,0.34890350877192977,Hard
tool,1,3.63e-05,4,0.2488425925925926,Medium
tools,1,3.89e-05,5,0.18244485294117646,Easy
top,1,0.000372,3,0.1111111111111111,Easy
topaz,2,7.41e-07,5,0.3571428571428571,Hard
topic,2,3.09e-05,5,0.2857142857142857,Medium
topmost,2,2.82e-07,7,0.3888888888888888,Hard
tops,1,1.17e-05,4,0.328125,Medium
tormentors,3,1.82e-07,10,0.3289473684210526,Medium
total,2,0.000162,5,0.0499999999999999,Easy
totalitarianism,6,6.61e-07,15,0.5735294117647058,Hard
touch,1,8.13e-05,5,0.2352941176470588,Easy
touches,2,9.55e-06,7,0.2105263157894736,Easy
towel,2,8.71e-06,5,0.25,Medium
tower,2,3.16e-05,5,0.265625,Medium
towns,1,2.45e-05,5,0.3260869565217391,Medium
toxicity,4,3.8e-06,8,0.3125,Medium
tracheal,2,2e-07,8,0.4833333333333333,Hard
tract,1,5.13e-06,5,0.4375,Hard
tractors,2,2.04e-06,8,0.375,Hard
tradition,3,3.16e-05,9,0.115625,Easy
traffickers,3,1.02e-06,11,0.375,Hard
trafficking,3,7.94e-06,11,0.4047619047619047,Hard
trait,1,4.9e-06,5,0.2875,Medium
trajectories,4,8.32e-07,12,0.4117647058823529,Hard
transatlantic,4,1.58e-06,13,0.4705882352941176,Hard
transcript,2,5.01e-06,10,0.3169285714285714,Medium
transcription,3,3.47e-06,13,0.32024101307189545,Medium
transcripts,2,2.57e-06,11,0.3161764705882353,Medium
transfer,2,5.25e-05,8,0.22430555555555554,Easy
transgression,3,7.76e-07,13,0.4736842105263158,Hard
transgressors,3,9.77e-08,13,0.4254901960784313,Hard
transition,3,2.88e-05,10,0.2647058823529411,Medium
translation,3,2.45e-05,11,0.2851973684210526,Medium
transmission,3,2.14e-05,12,0.28610248447204967,Medium
transporter,3,1.55e-06,11,0.29411764705882354,Medium
transposition,4,3.47e-07,13,0.4359375,Hard
trap,1,2.14e-05,4,0.3226495726495726,Medium
traps,1,5.75e-06,5,0.21875,Easy
trauma,2,1.38e-05,6,0.3625,Hard
travail,2,3.24e-07,7,0.5740214646464646,Hard
travel,2,0.0001,6,0.1648351648351648,Easy
travels,2,1.12e-05,7,0.2763157894736842,Medium
treads,1,7.24e-07,6,0.35,Hard
treason,2,6.92e-06,7,0.3026315789473685,Medium
treasures,3,5.01e-06,9,0.27205882352941174,Medium
treatment,2,0.000102,9,0.16390350877192977,Easy
treatments,2,1.23e-05,10,0.1488095238095238,Easy
tree,1,7.08e-05,4,0.215079365079365,Easy
trees,1,4.9e-05,5,0.17499999999999993,Easy
tremor,2,1.12e-06,6,0.3088235294117647,Medium
trends,1,2.09e-05,6,0.203125,Easy
trepidation,4,5.25e-07,11,0.4705882352941176,Hard
tresses,2,3.47e-07,7,0.671875,Hard
trial,1,7.41e-05,5,0.1764705882352941,Easy
trials,1,2.09e-05,6,0.234375,Easy
tribe,2,1.32e-05,5,0.25056022408963585,Medium
tribes,2,1.07e-05,6,0.19232026143790848,Easy
tributes,3,1.86e-06,8,0.375,Hard
triumph,1,9.12e-06,7,0.2,Easy
triumphing,2,1.66e-07,10,0.4027777777777778,Hard
trouble,2,6.17e-05,7,0.2613636363636363,Medium
troughs,1,5.13e-07,7,0.4930555555555556,Hard
trust,1,0.000135,5,0.15781249999999994,Easy
trusts,1,6.31e-06,6,0.15,Easy
truth,1,0.000112,5,0.1835514077425842,Easy
tsunami,3,3.31e-06,7,0.34375,Medium
tubules,3,1.91e-07,7,0.5049715909090908,Hard
tumbleweed,3,3.47e-07,10,0.275,Medium
tumour,2,2.45e-06,6,0.3392857142857143,Medium
tumult,2,5.01e-07,6,0.5892857142857143,Hard
turn,1,0.000209,4,0.24680524132730014,Medium
turnover,3,6.03e-06,8,0.2794117647058823,Medium
turtledove,4,7.24e-08,10,0.40572916666666664,Hard
turtledoves,4,2.09e-08,11,0.328125,Medium
twentieth,2,6.31e-06,9,0.1176470588235294,Easy
twins,1,1.41e-05,5,0.1607142857142857,Easy
types,2,7.08e-05,5,0.16771978021978018,Easy
unanimity,5,3.47e-07,9,0.484375,Hard
unbeliever,4,2.19e-07,10,0.2,Easy
uncertainties,4,2.45e-06,13,0.369047619047619,Hard
underpinning,4,7.59e-07,12,0.5535714285714286,Hard
understanding,4,6.61e-05,13,0.19074074074074068,Easy
undertaking,4,5.25e-06,11,0.2857142857142857,Medium
unfaithfulness,4,8.91e-08,14,0.2666666666666667,Medium
uniformity,5,1.07e-06,10,0.4166666666666666,Hard
unit,2,8.91e-05,4,0.2333333333333333,Easy
upgrading,3,4.17e-06,9,0.2647058823529411,Medium
uppermost,3,5.01e-07,9,0.3181818181818182,Medium
upright,2,5.5e-06,7,0.375,Hard
upswing,2,4.57e-07,7,0.35,Hard
urine,3,6.92e-06,5,0.22916666666666666,Easy
usage,3,1.7e-05,5,0.3161764705882353,Medium
usefulness,4,2.14e-06,10,0.238095238095238,Easy
usury,3,3.47e-07,5,0.47989766081871343,Hard
utero,3,5.01e-07,5,0.375,Hard
valley,2,5.25e-05,6,0.2322721018231854,Easy
valor,2,1.7e-06,5,0.3833333333333333,Hard
value,2,0.000141,5,0.2528799019607843,Medium
values,2,4.68e-05,6,0.22668067226890756,Easy
vanities,3,3.31e-07,8,0.4208333333333333,Hard
vanity,3,5.5e-06,6,0.3326719576719577,Medium
variability,5,2.4e-06,11,0.3333333333333333,Medium
variant,2,6.03e-06,7,0.3323412698412699,Medium
variants,2,5.01e-06,8,0.3138655462184874,Medium
variation,3,1.2e-05,9,0.2583333333333333,Medium
variations,3,1.23e-05,10,0.40625,Hard
variety,3,5.62e-05,7,0.18844246031746031,Easy
vats,1,5.13e-07,4,0.4558823529411765,Hard
vectors,2,2.88e-06,7,0.4666666666666667,Hard
vehicles,3,4.17e-05,8,0.3333333333333333,Medium
veil,1,4.57e-06,4,0.3375,Medium
velocity,4,8.32e-06,8,0.4047619047619047,Hard
vengeance,3,4.79e-06,9,0.25,Medium
vermilion,3,5.62e-07,9,0.6375,Hard
version,2,0.000117,7,0.265139751552795,Medium
vertebrate,4,9.33e-07,10,0.30220588235294116,Medium
vesicle,3,2.63e-07,7,0.6484375,Hard
vesicles,3,5.62e-07,8,0.5723856209150328,Hard
vessel,2,1.86e-05,6,0.2321428571428571,Easy
vessels,2,1.58e-05,7,0.32631578947368417,Medium
veto,2,4.47e-06,4,0.3068181818181817,Medium
viability,4,2.75e-06,9,0.34290137107474566,Medium
view,1,0.000155,4,0.14019607843137252,Easy
views,1,6.76e-05,5,0.2222222222222222,Easy
vigilance,4,1.45e-06,9,0.40625,Hard
villages,3,1.48e-05,8,0.2083333333333333,Easy
vineyard,3,3.47e-06,8,0.302593954248366,Medium
vineyards,3,2.29e-06,9,0.2599826388888889,Medium
violation,3,1.41e-05,9,0.3157894736842105,Medium
violations,3,9.77e-06,10,0.2638888888888888,Medium
violence,3,5.62e-05,8,0.1833333333333333,Easy
virginity,4,3.02e-06,9,0.23050595238095234,Easy
virgins,2,1.91e-06,7,0.234375,Easy
virtue,2,8.71e-06,6,0.3529411764705882,Hard
virus,2,2.63e-05,5,0.23809523809523805,Easy
visa,2,1.35e-05,4,0.2916666666666666,Medium
visas,2,2.95e-06,5,0.2857142857142857,Medium
vision,2,4.27e-05,6,0.23115079365079363,Easy
visions,2,5.75e-06,7,0.1875,Easy
visit,2,0.00011,5,0.140625,Easy
visits,2,2e-05,6,0.1346153846153846,Easy
visualization,5,2.09e-06,13,0.3636363636363636,Hard
voice,2,0.000117,5,0.20555555555555557,Easy
voices,2,2.24e-05,6,0.1842105263157895,Easy
volatility,5,3.09e-06,10,0.40476190476190477,Hard
volume,3,5.75e-05,6,0.1666666666666666,Easy
volunteers,3,1.95e-05,10,0.2205882352941176,Easy
von,1,1.48e-05,3,0.53125,Hard
vote,2,0.000129,4,0.19326569264069263,Easy
votes,2,4.37e-05,5,0.16708002645502643,Easy
waist,1,9.12e-06,5,0.175,Easy
wall,1,0.00011,4,0.29270833333333335,Medium
wardrobe,3,6.31e-06,8,0.3333333333333333,Medium
wares,2,1.51e-06,5,0.2142857142857143,Easy
wars,1,3.89e-05,4,0.2777777777777778,Medium
waste,2,6.46e-05,5,0.1111111111111111,Easy
watchmen,2,8.91e-07,8,0.3888888888888888,Hard
water,2,0.000331,5,0.2096153846153846,Easy
waters,2,2.82e-05,6,0.15851715686274506,Easy
watershed,3,3.39e-06,9,0.3571428571428571,Hard
waterway,3,1.51e-06,8,0.3263888888888889,Medium
wavelength,3,2.82e-06,10,0.3529411764705882,Hard
waves,2,2.34e-05,5,0.359375,Hard
way,1,0.00102,3,0.0999999999999999,Easy
ways,1,0.000115,4,0.22058823529411759,Easy
weakness,2,1.55e-05,8,0.2916666666666666,Medium
weapons,2,5.62e-05,7,0.1607142857142857,Easy
weariness,3,4.27e-07,9,0.2647058823529411,Medium
webbing,2,5.62e-07,7,0.3371848739495798,Medium
webs,1,1.2e-06,4,0.25,Medium
week,1,0.000363,4,0.21773182957393475,Easy
weeks,1,0.000155,5,0.20036231884057973,Easy
weep,1,2.34e-06,4,0.15955882352941175,Easy
weight,1,0.000105,6,0.19691692466460264,Easy
weights,1,7.24e-06,7,0.2678571428571429,Medium
welts,1,1.86e-07,5,0.375,Hard
west,1,0.000195,4,0.16776315789473678,Easy
wheat,1,1.02e-05,5,0.2352941176470588,Easy
wheels,1,1.78e-05,6,0.25,Medium
whisker,2,3.63e-07,7,0.35,Hard
whisper,2,5.5e-06,7,0.234375,Easy
whole,2,0.000288,5,0.265625,Medium
wickedness,3,8.51e-07,10,0.3512987012987012,Hard
widow,2,1.2e-05,5,0.20892857142857146,Easy
widowhood,3,1.7e-07,9,0.2638888888888888,Medium
widows,2,2.29e-06,6,0.2166666666666666,Easy
wife,2,0.00017,4,0.18379435107376277,Easy
wilderness,3,8.91e-06,10,0.19998746867167919,Easy
wind,1,6.92e-05,4,0.3125,Medium
window,2,6.31e-05,6,0.19999999999999996,Easy
winds,1,1.66e-05,5,0.25,Medium
windscreen,2,8.13e-07,10,0.25,Medium
wine,2,5.5e-05,4,0.16435185185185183,Easy
wings,1,2.75e-05,5,0.15048732943469784,Easy
winners,2,2.69e-05,7,0.15,Easy
wires,2,7.08e-06,5,0.2368421052631579,Easy
wisdom,2,2e-05,6,0.19691375875586398,Easy
withal,2,1.48e-07,6,0.5333333333333333,Hard
witness,2,3.31e-05,7,0.24719887955182068,Medium
witnesses,3,1.95e-05,9,0.22058823529411759,Easy
wives,2,1.2e-05,5,0.1906954887218045,Easy
wizard,2,8.51e-06,6,0.3157894736842105,Medium
wk,1,1.05e-06,2,0.5859722222222222,Hard
wolf,1,2.24e-05,4,0.1973684210526315,Easy
womb,1,4.27e-06,4,0.234375,Easy
wombs,1,1.86e-07,5,0.28125,Medium
wonders,2,1e-05,7,0.24652777777777776,Medium
wood,1,6.03e-05,4,0.1344340861344538,Easy
word,1,0.000182,4,0.18424836601307187,Easy
wording,2,3.55e-06,7,0.24760348583877992,Medium
words,1,0.000178,5,0.1639583333333333,Easy
work,1,0.000912,4,0.23009607351712616,Easy
workers,2,8.91e-05,7,0.25625,Medium
works,1,0.000195,5,0.25,Medium
wormwood,2,3.98e-07,8,0.6082589285714286,Hard
worshipper,3,2.82e-07,10,0.2166666666666666,Easy
worth,1,0.000145,5,0.4499999999999999,Hard
wrath,1,5.01e-06,5,0.2761111111111111,Medium
wreck,1,9.12e-06,5,0.2647058823529411,Medium
writers,2,3.55e-05,7,0.2058823529411764,Easy
wrongdoing,2,1.82e-06,10,0.234375,Easy
xenophobia,4,1.15e-06,10,0.5258928571428572,Hard
yachtsman,2,1.29e-07,9,0.5,Hard
year,2,0.000912,4,0.22424194677871148,Easy
years,2,0.000912,5,0.14373931623931624,Easy
yeast,2,4.68e-06,5,0.29474206349206344,Medium
yeasts,2,3.16e-07,6,0.35,Hard
yoke,2,1.23e-06,4,0.4894957983193277,Hard
yourselves,4,7.24e-06,10,0.2603174603174603,Medium
youth,2,5.62e-05,5,0.19449404761904762,Easy
zither,2,1.02e-07,6,0.4875,Hard
zone,2,5.25e-05,4,0.23993148395721925,Easy
